[بسم, 115]
 [ذهبت, 1]
 [يبايعنك, 1]
 [يشركن, 1]
 [يسرقن, 1]
 [يزنين, 1]
 [يقتلن, 1]
 [ببهتان, 1]
 [يفترينه, 1]
 [وأرجلهن, 1]
 [يعصينك, 1]
 [فبايعهن, 1]
 [بنيان, 1]
 [مرصوص, 1]
 [تؤذونني, 1]
 [زاغوا, 1]
 [أزاغ, 1]
 [برسول, 1]
 [أحمد, 1]
 [يدعى, 1]
 [ليطفئوا, 1]
 [تنجيكم, 1]
 [وتجاهدون, 1]
 [ويدخلكم, 2]
 [تحبونها, 1]
 [وفتح, 1]
 [للحواريين, 1]
 [فآمنت, 1]
 [وكفرت, 1]
 [فأيدنا, 1]
 [عدوهم, 1]
 [حملوا, 1]
 [يحملوها, 1]
 [الحمار, 1]
 [أسفارا, 1]
 [يتمنونه, 1]
 [تفرون, 1]
 [ملاقيكم, 1]
 [للصلاة, 1]
 [الجمعة, 1]
 [فاسعوا, 1]
 [انفضوا, 1]
 [وتركوك, 1]
 [اللهو, 1]
 [التجارة, 1]
 [نشهد, 1]
 [لرسوله, 1]
 [فطبع, 1]
 [أجسامهم, 1]
 [لقولهم, 1]
 [خشب, 1]
 [مسندة, 1]
 [العدو, 1]
 [فاحذرهم, 1]
 [لووا, 1]
 [ورأيتهم, 1]
 [أستغفرت, 1]
 [ينفضوا, 1]
 [رجعنا, 1]
 [الأعز, 1]
 [الأذل, 1]
 [ولرسوله, 1]
 [تلهكم, 1]
 [أخرتني, 1]
 [فأصدق, 1]
 [يؤخر, 2]
 [فذاقوا, 1]
 [أبشر, 1]
 [يهدوننا, 1]
 [واستغنى, 2]
 [زعم, 1]
 [يبعثوا, 1]
 [لتبعثن, 1]
 [لتنبؤن, 1]
 [عملتم, 1]
 [التغابن, 1]
 [ويعمل, 2]
 [سيئاته, 2]
 [ويدخله, 1]
 [فاحذروهم, 1]
 [وتصفحوا, 1]
 [وتغفروا, 1]
 [تقرضوا, 1]
 [يضاعفه, 1]
 [فطلقوهن, 1]
 [لعدتهن, 1]
 [وأحصوا, 1]
 [تخرجوهن, 1]
 [بيوتهن, 1]
 [يخرجن, 1]
 [فارقوهن, 1]
 [مخرجا, 1]
 [ويرزقه, 1]
 [يحتسب, 1]
 [حسبه, 1]
 [واللائي, 2]
 [يئسن, 1]
 [فعدتهن, 1]
 [يحضن, 1]
 [وأولات, 1]
 [الأحمال, 1]
 [حملهن, 2]
 [ويعظم, 1]
 [أسكنوهن, 1]
 [سكنتم, 1]
 [وجدكم, 1]
 [تضاروهن, 1]
 [لتضيقوا, 1]
 [أولات, 1]
 [فأنفقوا, 1]
 [أرضعن, 1]
 [وأتمروا, 1]
 [تعاسرتم, 1]
 [فسترضع, 1]
 [لينفق, 1]
 [رزقه, 4]
 [فلينفق, 1]
 [آتاها, 1]
 [عتت, 1]
 [فحاسبناها, 1]
 [حسابا, 4]
 [وعذبناها, 1]
 [فذاقت, 1]
 [خسرا, 1]
 [ليخرج, 1]
 [مثلهن, 1]
 [يتنزل, 1]
 [بينهن, 1]
 [تحرم, 1]
 [تحلة, 1]
 [نبأت, 1]
 [وأظهره, 1]
 [عرف, 1]
 [نبأها, 1]
 [أنبأك, 1]
 [نبأني, 1]
 [تتوبا, 1]
 [صغت, 1]
 [قلوبكما, 1]
 [وصالح, 1]
 [طلقكن, 1]
 [يبدله, 1]
 [مسلمات, 1]
 [تائبات, 1]
 [عابدات, 1]
 [سائحات, 1]
 [ثيبات, 1]
 [وأبكارا, 1]
 [قوا, 1]
 [وأهليكم, 1]
 [غلاظ, 1]
 [يعصون, 1]
 [نصوحا, 1]
 [يخزي, 1]
 [أتمم, 1]
 [نورنا, 1]
 [وامرأت, 1]
 [عبدين, 1]
 [فخانتاهما, 1]
 [يغنيا, 1]
 [ادخلا, 1]
 [الداخلين, 1]
 [وعمله, 1]
 [ومريم, 1]
 [ابنت, 1]
 [وصدقت, 1]
 [القانتين, 1]
 [والحياة, 1]
 [طباقا, 2]
 [تفاوت, 1]
 [فارجع, 1]
 [فطور, 1]
 [كرتين, 1]
 [خاسئا, 1]
 [حسير, 1]
 [رجوما, 1]
 [للشياطين, 1]
 [وللذين, 1]
 [شهيقا, 1]
 [تفور, 1]
 [تميز, 1]
 [سألهم, 1]
 [فكذبنا, 1]
 [نعقل, 1]
 [فاعترفوا, 1]
 [بذنبهم, 2]
 [فسحقا, 1]
 [اجهروا, 1]
 [ذلولا, 1]
 [فامشوا, 1]
 [مناكبها, 1]
 [أأمنتم, 1]
 [ويقبضن, 1]
 [غرور, 1]
 [لجوا, 1]
 [عتو, 1]
 [ونفور, 1]
 [مكبا, 1]
 [زلفة, 1]
 [سيئت, 1]
 [أهلكني, 1]
 [رحمنا, 1]
 [أصبح, 1]
 [ماؤكم, 1]
 [ن, 1]
 [والقلم, 1]
 [يسطرون, 1]
 [بمجنون, 2]
 [فستبصر, 1]
 [ويبصرون, 1]
 [بأييكم, 1]
 [المفتون, 1]
 [تدهن, 1]
 [فيدهنون, 1]
 [حلاف, 1]
 [هماز, 1]
 [مشاء, 1]
 [بنميم, 1]
 [عتل, 1]
 [زنيم, 1]
 [سنسمه, 1]
 [الخرطوم, 1]
 [بلوناهم, 1]
 [بلونا, 1]
 [ليصرمنها, 1]
 [يستثنون, 1]
 [فطاف, 1]
 [فأصبحت, 1]
 [كالصريم, 1]
 [فتنادوا, 1]
 [اغدوا, 1]
 [صارمين, 1]
 [فانطلقوا, 1]
 [يدخلنها, 1]
 [وغدوا, 1]
 [حرد, 1]
 [قادرين, 2]
 [رأوها, 1]
 [لضالون, 2]
 [أوسطهم, 1]
 [تسبحون, 1]
 [يتلاومون, 1]
 [يبدلنا, 1]
 [أفنجعل, 1]
 [كالمجرمين, 1]
 [تخيرون, 1]
 [سلهم, 1]
 [يكشف, 1]
 [ساق, 1]
 [ويدعون, 1]
 [ترهقهم, 2]
 [سالمون, 1]
 [فذرني, 1]
 [كصاحب, 1]
 [مكظوم, 1]
 [تداركه, 1]
 [لنبذ, 1]
 [مذموم, 1]
 [فاجتباه, 1]
 [ليزلقونك, 1]
 [بأبصارهم, 1]
 [الحاقة, 3]
 [أدراك, 13]
 [بالقارعة, 1]
 [فأهلكوا, 2]
 [بالطاغية, 1]
 [صرصر, 1]
 [عاتية, 1]
 [وثمانية, 1]
 [حسوما, 1]
 [صرعى, 1]
 [بالخاطئة, 1]
 [فعصوا, 1]
 [أخذة, 1]
 [رابية, 1]
 [حملناكم, 1]
 [الجارية, 1]
 [لنجعلها, 1]
 [وتعيها, 1]
 [واعية, 1]
 [نفخة, 1]
 [وحملت, 1]
 [فدكتا, 1]
 [دكة, 1]
 [وانشقت, 1]
 [واهية, 1]
 [والملك, 2]
 [أرجائها, 1]
 [ويحمل, 1]
 [تعرضون, 1]
 [تخفى, 1]
 [خافية, 1]
 [هاؤم, 1]
 [اقرءوا, 1]
 [كتابيه, 2]
 [ظننت, 1]
 [ملاق, 1]
 [حسابيه, 2]
 [عيشة, 2]
 [راضية, 4]
 [عالية, 2]
 [قطوفها, 2]
 [أسلفتم, 1]
 [الخالية, 1]
 [بشماله, 1]
 [أوت, 1]
 [أدر, 1]
 [ليتها, 1]
 [القاضية, 1]
 [ماليه, 1]
 [سلطانيه, 1]
 [فغلوه, 1]
 [صلوه, 1]
 [سلسلة, 1]
 [ذرعها, 1]
 [سبعون, 1]
 [ذراعا, 1]
 [فاسلكوه, 1]
 [يحض, 2]
 [المسكين, 4]
 [غسلين, 1]
 [الخاطئون, 1]
 [لقول, 3]
 [بقول, 3]
 [كاهن, 1]
 [الأقاويل, 1]
 [لأخذنا, 1]
 [لقطعنا, 1]
 [الوتين, 1]
 [حاجزين, 1]
 [لتذكرة, 1]
 [مكذبين, 1]
 [لحسرة, 1]
 [سأل, 1]
 [سائل, 1]
 [المعارج, 1]
 [تعرج, 1]
 [والروح, 2]
 [يرونه, 1]
 [ونراه, 1]
 [كالعهن, 2]
 [يبصرونهم, 1]
 [المجرم, 1]
 [يفتدي, 1]
 [ببنيه, 1]
 [وصاحبته, 2]
 [وفصيلته, 1]
 [تؤويه, 1]
 [ينجيه, 1]
 [لظى, 1]
 [نزاعة, 1]
 [للشوى, 1]
 [تدعو, 1]
 [أدبر, 4]
 [وجمع, 2]
 [فأوعى, 1]
 [هلوعا, 1]
 [جزوعا, 1]
 [منوعا, 1]
 [المصلين, 2]
 [دائمون, 1]
 [يصدقون, 1]
 [مأمون, 1]
 [بشهاداتهم, 1]
 [قائمون, 1]
 [عزين, 1]
 [أيطمع, 1]
 [والمغارب, 1]
 [يوفضون, 1]
 [دعوت, 1]
 [ونهارا, 1]
 [يزدهم, 1]
 [دعائي, 1]
 [دعوتهم, 2]
 [لتغفر, 1]
 [واستغشوا, 1]
 [وأصروا, 1]
 [جهارا, 1]
 [أعلنت, 1]
 [وأسررت, 1]
 [إسرارا, 1]
 [فقلت, 1]
 [غفارا, 1]
 [ويمددكم, 1]
 [ترجون, 1]
 [وقارا, 1]
 [أطوارا, 1]
 [أنبتكم, 1]
 [ويخرجكم, 1]
 [إخراجا, 1]
 [بساطا, 1]
 [لتسلكوا, 1]
 [عصوني, 1]
 [يزده, 1]
 [وولده, 1]
 [كبارا, 1]
 [تذرن, 2]
 [سواعا, 1]
 [يغوث, 1]
 [ويعوق, 1]
 [ونسرا, 1]
 [أضلوا, 1]
 [تزد, 2]
 [خطيئاتهم, 1]
 [أغرقوا, 1]
 [فأدخلوا, 1]
 [أنصارا, 1]
 [ديارا, 1]
 [تذرهم, 1]
 [يضلوا, 1]
 [يلدوا, 1]
 [فاجرا, 1]
 [تبارا, 1]
 [استمع, 1]
 [جد, 1]
 [سفيهنا, 1]
 [ظننا, 2]
 [يعوذون, 1]
 [برجال, 1]
 [فزادوهم, 1]
 [رهقا, 2]
 [ظنوا, 1]
 [لمسنا, 1]
 [فوجدناها, 1]
 [ملئت, 1]
 [حرسا, 1]
 [وشهبا, 1]
 [نقعد, 1]
 [للسمع, 1]
 [شهابا, 1]
 [رصدا, 2]
 [ومنا, 2]
 [قددا, 1]
 [نعجز, 1]
 [نعجزه, 1]
 [هربا, 1]
 [بربه, 1]
 [بخسا, 1]
 [المسلمون, 1]
 [القاسطون, 2]
 [تحروا, 1]
 [حطبا, 1]
 [الطريقة, 1]
 [لأسقيناهم, 1]
 [غدقا, 1]
 [يسلكه, 1]
 [صعدا, 1]
 [قام, 1]
 [يدعوه, 1]
 [يكونون, 1]
 [لبدا, 2]
 [يجيرني, 1]
 [بلاغا, 1]
 [ورسالاته, 1]
 [أضعف, 1]
 [ناصرا, 1]
 [غيبه, 1]
 [يسلك, 1]
 [أبلغوا, 1]
 [وأحاط, 1]
 [وأحصى, 1]
 [المزمل, 1]
 [قم, 2]
 [نصفه, 1]
 [انقص, 1]
 [زد, 1]
 [ورتل, 1]
 [ثقيلا, 2]
 [ناشئة, 1]
 [وطئا, 1]
 [سبحا, 2]
 [طويلا, 2]
 [وتبتل, 1]
 [تبتيلا, 1]
 [فاتخذه, 1]
 [واهجرهم, 1]
 [هجرا, 1]
 [وذرني, 1]
 [والمكذبين, 1]
 [النعمة, 1]
 [ومهلهم, 1]
 [أنكالا, 1]
 [وجحيما, 1]
 [وطعاما, 1]
 [غصة, 1]
 [وعذابا, 1]
 [ترجف, 2]
 [كثيبا, 1]
 [مهيلا, 1]
 [فعصى, 1]
 [أخذا, 1]
 [وبيلا, 1]
 [منفطر, 1]
 [ثلثي, 1]
 [ونصفه, 1]
 [وثلثه, 1]
 [تحصوه, 1]
 [فاقرءوا, 2]
 [تيسر, 2]
 [سيكون, 1]
 [وأعظم, 1]
 [المدثر, 1]
 [فأنذر, 1]
 [فكبر, 1]
 [وثيابك, 1]
 [فطهر, 1]
 [والرجز, 1]
 [فاهجر, 1]
 [تمنن, 1]
 [تستكثر, 1]
 [ولربك, 1]
 [نقر, 1]
 [الناقور, 1]
 [عسير, 1]
 [ذرني, 1]
 [وحيدا, 1]
 [وجعلت, 1]
 [ممدودا, 1]
 [ومهدت, 1]
 [تمهيدا, 1]
 [يطمع, 1]
 [أزيد, 1]
 [لآياتنا, 1]
 [عنيدا, 1]
 [سأرهقه, 1]
 [صعودا, 1]
 [فكر, 1]
 [فقتل, 1]
 [عبس, 2]
 [وبسر, 1]
 [يؤثر, 1]
 [سأصليه, 1]
 [تبقي, 1]
 [لواحة, 1]
 [للبشر, 3]
 [عدتهم, 1]
 [ليستيقن, 1]
 [ويزداد, 1]
 [يرتاب, 1]
 [وليقول, 1]
 [والليل, 7]
 [والصبح, 2]
 [أسفر, 1]
 [لإحدى, 1]
 [يتقدم, 1]
 [يتأخر, 1]
 [رهينة, 1]
 [سلككم, 1]
 [نك, 2]
 [نطعم, 1]
 [الخائضين, 1]
 [أتانا, 1]
 [تنفعهم, 1]
 [الشافعين, 1]
 [التذكرة, 1]
 [حمر, 1]
 [مستنفرة, 1]
 [فرت, 1]
 [قسورة, 1]
 [صحفا, 2]
 [منشرة, 1]
 [ذكره, 2]
 [وأهل, 1]
 [اللوامة, 1]
 [أيحسب, 4]
 [نجمع, 1]
 [عظامه, 1]
 [نسوي, 1]
 [بنانه, 1]
 [ليفجر, 1]
 [أمامه, 1]
 [برق, 1]
 [وخسف, 1]
 [المفر, 1]
 [المستقر, 1]
 [معاذيره, 1]
 [تحرك, 1]
 [لسانك, 1]
 [لتعجل, 1]
 [جمعه, 1]
 [وقرآنه, 1]
 [قرأناه, 1]
 [فاتبع, 1]
 [قرآنه, 1]
 [بيانه, 1]
 [ناضرة, 1]
 [ناظرة, 1]
 [ووجوه, 2]
 [باسرة, 1]
 [تظن, 1]
 [فاقرة, 1]
 [التراقي, 1]
 [راق, 1]
 [الفراق, 1]
 [والتفت, 1]
 [الساق, 1]
 [بالساق, 1]
 [المساق, 1]
 [صلى, 2]
 [يتمطى, 1]
 [يترك, 1]
 [سدى, 1]
 [يمنى, 1]
 [فخلق, 1]
 [فسوى, 2]
 [مذكورا, 1]
 [أمشاج, 1]
 [نبتليه, 1]
 [هديناه, 1]
 [سلاسل, 1]
 [وأغلالا, 1]
 [وسعيرا, 1]
 [يشربون, 1]
 [كأس, 1]
 [مزاجها, 2]
 [كافورا, 1]
 [يشرب, 2]
 [يفجرونها, 1]
 [شره, 1]
 [مستطيرا, 1]
 [ويطعمون, 1]
 [ويتيما, 1]
 [وأسيرا, 1]
 [نطعمكم, 1]
 [لوجه, 1]
 [عبوسا, 1]
 [قمطريرا, 1]
 [فوقاهم, 1]
 [ولقاهم, 1]
 [نضرة, 2]
 [وسرورا, 1]
 [وجزاهم, 1]
 [وحريرا, 1]
 [شمسا, 1]
 [زمهريرا, 1]
 [ودانية, 1]
 [ظلالها, 1]
 [وذللت, 1]
 [تذليلا, 1]
 [ويطاف, 1]
 [بآنية, 1]
 [قواريرا, 1]
 [قدروها, 1]
 [ويسقون, 1]
 [زنجبيلا, 1]
 [تسمى, 1]
 [سلسبيلا, 1]
 [حسبتهم, 1]
 [لؤلؤا, 1]
 [نعيما, 1]
 [وملكا, 1]
 [عاليهم, 1]
 [وحلوا, 1]
 [وسقاهم, 1]
 [شرابا, 2]
 [سعيكم, 2]
 [آثما, 1]
 [فاسجد, 1]
 [وسبحه, 1]
 [أسرهم, 1]
 [تشاءون, 2]
 [والظالمين, 1]
 [والمرسلات, 1]
 [عرفا, 1]
 [فالعاصفات, 1]
 [عصفا, 1]
 [والناشرات, 1]
 [نشرا, 1]
 [فالفارقات, 1]
 [فرقا, 1]
 [فالملقيات, 1]
 [نذرا, 1]
 [طمست, 1]
 [فرجت, 1]
 [نسفت, 1]
 [أقتت, 1]
 [لأي, 1]
 [نتبعهم, 1]
 [نخلقكم, 1]
 [فقدرنا, 1]
 [القادرون, 1]
 [كفاتا, 1]
 [وأمواتا, 1]
 [شامخات, 1]
 [وأسقيناكم, 1]
 [فراتا, 1]
 [انطلقوا, 2]
 [شعب, 1]
 [ظليل, 1]
 [اللهب, 1]
 [ترمي, 1]
 [بشرر, 1]
 [كالقصر, 1]
 [جمالت, 1]
 [صفر, 1]
 [فيعتذرون, 1]
 [جمعناكم, 1]
 [والأولين, 1]
 [فكيدون, 1]
 [وفواكه, 1]
 [وتمتعوا, 1]
 [يركعون, 1]
 [عم, 1]
 [النبإ, 1]
 [مختلفون, 1]
 [مهادا, 1]
 [أوتادا, 1]
 [وخلقناكم, 1]
 [نومكم, 1]
 [معاشا, 1]
 [وبنينا, 1]
 [شدادا, 1]
 [وهاجا, 1]
 [المعصرات, 1]
 [ثجاجا, 1]
 [لنخرج, 1]
 [ونباتا, 1]
 [ألفافا, 1]
 [ميقاتا, 1]
 [فتأتون, 1]
 [أفواجا, 2]
 [وسيرت, 1]
 [سرابا, 1]
 [مرصادا, 1]
 [مآبا, 2]
 [لابثين, 1]
 [أحقابا, 1]
 [وغساقا, 1]
 [وفاقا, 1]
 [كذابا, 2]
 [نزيدكم, 1]
 [مفازا, 1]
 [وأعنابا, 1]
 [وكواعب, 1]
 [وكأسا, 1]
 [دهاقا, 1]
 [خطابا, 1]
 [يتكلمون, 1]
 [صوابا, 1]
 [أنذرناكم, 1]
 [والنازعات, 1]
 [غرقا, 1]
 [والناشطات, 1]
 [نشطا, 1]
 [والسابحات, 1]
 [فالسابقات, 1]
 [سبقا, 1]
 [فالمدبرات, 1]
 [الراجفة, 1]
 [تتبعها, 1]
 [الرادفة, 1]
 [واجفة, 1]
 [أبصارها, 1]
 [لمردودون, 1]
 [الحافرة, 1]
 [نخرة, 1]
 [خاسرة, 1]
 [بالساهرة, 1]
 [ناداه, 1]
 [وأهديك, 1]
 [فتخشى, 1]
 [فأراه, 1]
 [الآية, 1]
 [فحشر, 1]
 [فأخذه, 1]
 [نكال, 1]
 [بناها, 2]
 [سمكها, 1]
 [فسواها, 2]
 [وأغطش, 1]
 [ليلها, 1]
 [وأخرج, 1]
 [ضحاها, 2]
 [دحاها, 1]
 [ماءها, 1]
 [ومرعاها, 1]
 [أرساها, 1]
 [ولأنعامكم, 2]
 [الطامة, 1]
 [وآثر, 1]
 [ونهى, 1]
 [ذكراها, 1]
 [منتهاها, 1]
 [يخشاها, 1]
 [عشية, 1]
 [يزكى, 2]
 [فتنفعه, 1]
 [استغنى, 2]
 [فأنت, 2]
 [تصدى, 1]
 [تلهى, 1]
 [مكرمة, 1]
 [بأيدي, 1]
 [سفرة, 1]
 [كرام, 1]
 [بررة, 1]
 [أكفره, 1]
 [يسره, 1]
 [أماته, 1]
 [فأقبره, 1]
 [أنشره, 1]
 [يقض, 1]
 [طعامه, 1]
 [صببنا, 1]
 [صبا, 1]
 [شققنا, 1]
 [شقا, 1]
 [وعنبا, 1]
 [وقضبا, 1]
 [وزيتونا, 1]
 [ونخلا, 1]
 [وحدائق, 1]
 [غلبا, 1]
 [وأبا, 1]
 [الصاخة, 1]
 [يفر, 1]
 [وأبيه, 1]
 [وبنيه, 1]
 [يغنيه, 1]
 [مسفرة, 1]
 [ضاحكة, 1]
 [مستبشرة, 1]
 [غبرة, 1]
 [ترهقها, 1]
 [قترة, 1]
 [الكفرة, 1]
 [الفجرة, 1]
 [كورت, 1]
 [انكدرت, 1]
 [العشار, 1]
 [عطلت, 1]
 [الوحوش, 1]
 [حشرت, 1]
 [البحار, 2]
 [سجرت, 1]
 [النفوس, 1]
 [زوجت, 1]
 [الموءودة, 1]
 [سئلت, 1]
 [نشرت, 1]
 [كشطت, 1]
 [سعرت, 1]
 [أزلفت, 1]
 [أحضرت, 1]
 [بالخنس, 1]
 [الكنس, 1]
 [عسعس, 1]
 [تنفس, 1]
 [مطاع, 1]
 [بضنين, 1]
 [فأين, 1]
 [تذهبون, 1]
 [يستقيم, 1]
 [انفطرت, 1]
 [انتثرت, 1]
 [فجرت, 1]
 [بعثرت, 1]
 [وأخرت, 1]
 [غرك, 1]
 [فسواك, 1]
 [فعدلك, 1]
 [صورة, 1]
 [ركبك, 1]
 [بالدين, 3]
 [لحافظين, 1]
 [كاتبين, 1]
 [الفجار, 2]
 [بغائبين, 1]
 [للمطففين, 1]
 [اكتالوا, 1]
 [يستوفون, 1]
 [كالوهم, 1]
 [وزنوهم, 1]
 [يخسرون, 1]
 [سجين, 2]
 [مرقوم, 2]
 [ران, 1]
 [لمحجوبون, 1]
 [لصالو, 1]
 [عليين, 1]
 [عليون, 1]
 [يشهده, 1]
 [رحيق, 1]
 [مختوم, 1]
 [ختامه, 1]
 [مسك, 1]
 [فليتنافس, 1]
 [المتنافسون, 1]
 [ومزاجه, 1]
 [تسنيم, 1]
 [يتغامزون, 1]
 [فكهين, 1]
 [رأوهم, 1]
 [أرسلوا, 1]
 [ثوب, 1]
 [وأذنت, 2]
 [لربها, 2]
 [وحقت, 2]
 [مدت, 1]
 [وألقت, 1]
 [وتخلت, 1]
 [كادح, 1]
 [كدحا, 1]
 [فملاقيه, 1]
 [يحاسب, 1]
 [وينقلب, 1]
 [مسرورا, 2]
 [ويصلى, 1]
 [يحور, 1]
 [بالشفق, 1]
 [وسق, 1]
 [اتسق, 1]
 [لتركبن, 1]
 [طبقا, 1]
 [طبق, 1]
 [يوعون, 1]
 [البروج, 1]
 [الموعود, 1]
 [وشاهد, 1]
 [ومشهود, 1]
 [الأخدود, 1]
 [الوقود, 1]
 [قعود, 1]
 [شهود, 1]
 [بطش, 1]
 [ويعيد, 1]
 [الودود, 1]
 [الجنود, 1]
 [تكذيب, 1]
 [لوح, 1]
 [محفوظ, 1]
 [والطارق, 1]
 [الطارق, 1]
 [النجم, 1]
 [الثاقب, 1]
 [حافظ, 1]
 [مم, 1]
 [دافق, 1]
 [الصلب, 1]
 [والترائب, 1]
 [رجعه, 1]
 [لقادر, 1]
 [تبلى, 1]
 [السرائر, 1]
 [الرجع, 1]
 [الصدع, 1]
 [بالهزل, 1]
 [يكيدون, 1]
 [وأكيد, 1]
 [فمهل, 1]
 [أمهلهم, 1]
 [رويدا, 1]
 [المرعى, 1]
 [أحوى, 1]
 [سنقرئك, 1]
 [ونيسرك, 1]
 [لليسرى, 2]
 [نفعت, 1]
 [سيذكر, 1]
 [ويتجنبها, 1]
 [الأشقى, 2]
 [يصلى, 1]
 [فصلى, 1]
 [تؤثرون, 1]
 [الغاشية, 1]
 [عاملة, 1]
 [ناصبة, 1]
 [تصلى, 1]
 [حامية, 2]
 [تسقى, 1]
 [آنية, 1]
 [ضريع, 1]
 [يسمن, 1]
 [جوع, 2]
 [ناعمة, 1]
 [لسعيها, 1]
 [لاغية, 1]
 [جارية, 1]
 [موضوعة, 1]
 [ونمارق, 1]
 [وزرابي, 1]
 [مبثوثة, 1]
 [رفعت, 1]
 [نصبت, 1]
 [سطحت, 1]
 [مذكر, 1]
 [بمصيطر, 1]
 [إيابهم, 1]
 [والفجر, 1]
 [وليال, 1]
 [والشفع, 1]
 [والوتر, 1]
 [يسر, 1]
 [قسم, 1]
 [لذي, 1]
 [بعاد, 1]
 [إرم, 1]
 [العماد, 1]
 [جابوا, 1]
 [الصخر, 1]
 [طغوا, 1]
 [فأكثروا, 1]
 [فصب, 1]
 [سوط, 1]
 [لبالمرصاد, 1]
 [ابتلاه, 2]
 [فأكرمه, 1]
 [ونعمه, 1]
 [أكرمن, 1]
 [فقدر, 1]
 [أهانن, 1]
 [تكرمون, 1]
 [تحاضون, 1]
 [وتأكلون, 1]
 [التراث, 1]
 [أكلا, 1]
 [وتحبون, 1]
 [جما, 1]
 [دكت, 1]
 [لحياتي, 1]
 [يوثق, 1]
 [وثاقه, 1]
 [المطمئنة, 1]
 [ارجعي, 1]
 [مرضية, 1]
 [فادخلي, 1]
 [وادخلي, 1]
 [جنتي, 1]
 [ووالد, 1]
 [كبد, 1]
 [أهلكت, 1]
 [يره, 3]
 [عينين, 1]
 [ولسانا, 1]
 [وشفتين, 1]
 [وهديناه, 1]
 [النجدين, 1]
 [اقتحم, 1]
 [العقبة, 2]
 [فك, 1]
 [مسغبة, 1]
 [يتيما, 2]
 [مقربة, 1]
 [متربة, 1]
 [وتواصوا, 4]
 [بالمرحمة, 1]
 [مؤصدة, 2]
 [وضحاها, 1]
 [تلاها, 1]
 [جلاها, 1]
 [يغشاها, 1]
 [طحاها, 1]
 [ونفس, 1]
 [سواها, 1]
 [فألهمها, 1]
 [فجورها, 1]
 [وتقواها, 1]
 [زكاها, 1]
 [دساها, 1]
 [بطغواها, 1]
 [انبعث, 1]
 [أشقاها, 1]
 [وسقياها, 1]
 [فدمدم, 1]
 [عقباها, 1]
 [لشتى, 1]
 [فسنيسره, 2]
 [بخل, 1]
 [للعسرى, 1]
 [تردى, 1]
 [للهدى, 1]
 [للآخرة, 1]
 [فأنذرتكم, 1]
 [تلظى, 1]
 [وسيجنبها, 1]
 [الأتقى, 1]
 [ولسوف, 2]
 [والضحى, 1]
 [سجى, 1]
 [ودعك, 1]
 [قلى, 1]
 [يعطيك, 1]
 [فترضى, 1]
 [يجدك, 1]
 [فآوى, 1]
 [ووجدك, 2]
 [ضالا, 1]
 [عائلا, 1]
 [فأغنى, 1]
 [تقهر, 1]
 [السائل, 1]
 [تنهر, 1]
 [فحدث, 1]
 [نشرح, 1]
 [ووضعنا, 1]
 [وزرك, 1]
 [أنقض, 1]
 [ظهرك, 1]
 [ذكرك, 1]
 [فرغت, 1]
 [فانصب, 1]
 [فارغب, 1]
 [والتين, 1]
 [وطور, 1]
 [سينين, 1]
 [تقويم, 1]
 [رددناه, 1]
 [سافلين, 1]
 [يكذبك, 1]
 [بأحكم, 1]
 [علق, 1]
 [الأكرم, 1]
 [بالقلم, 1]
 [ليطغى, 1]
 [الرجعى, 1]
 [ينهى, 1]
 [بالتقوى, 1]
 [لنسفعا, 1]
 [بالناصية, 1]
 [ناصية, 1]
 [خاطئة, 1]
 [فليدع, 1]
 [ناديه, 1]
 [سندع, 1]
 [الزبانية, 1]
 [تطعه, 1]
 [واسجد, 1]
 [القدر, 3]
 [منفكين, 1]
 [البينة, 2]
 [قيمة, 1]
 [تفرق, 1]
 [ويقيموا, 1]
 [ويؤتوا, 1]
 [القيمة, 1]
 [البرية, 2]
 [زلزلت, 1]
 [زلزالها, 1]
 [وأخرجت, 1]
 [أثقالها, 1]
 [تحدث, 1]
 [أخبارها, 1]
 [ليروا, 1]
 [والعاديات, 1]
 [ضبحا, 1]
 [فالموريات, 1]
 [قدحا, 1]
 [فالمغيرات, 1]
 [صبحا, 1]
 [فأثرن, 1]
 [نقعا, 1]
 [فوسطن, 1]
 [لكنود, 1]
 [لشهيد, 1]
 [لحب, 1]
 [بعثر, 1]
 [وحصل, 1]
 [القارعة, 3]
 [كالفراش, 1]
 [المبثوث, 1]
 [المنفوش, 1]
 [فأمه, 1]
 [هاوية, 1]
 [هيه, 1]
 [ألهاكم, 1]
 [التكاثر, 1]
 [زرتم, 1]
 [المقابر, 1]
 [لترون, 1]
 [لترونها, 1]
 [والعصر, 1]
 [همزة, 1]
 [لمزة, 1]
 [جمع, 1]
 [وعدده, 1]
 [يحسب, 1]
 [أخلده, 1]
 [لينبذن, 1]
 [الحطمة, 2]
 [الموقدة, 1]
 [الأفئدة, 1]
 [ممددة, 1]
 [بأصحاب, 1]
 [الفيل, 1]
 [تضليل, 1]
 [أبابيل, 1]
 [ترميهم, 1]
 [بحجارة, 1]
 [كعصف, 1]
 [مأكول, 1]
 [لإيلاف, 1]
 [قريش, 1]
 [إيلافهم, 1]
